agency_name,agency_telephone,agency_email,agency_website,trusted_choice_url,street,locality,region,postal_code,founding_date,auto_insurance,home_insurance
SGH Associates Inc Dba Surre Goldberg & Henry Assoc.,(516) 576-1212,,,https://www.trustedchoice.com/agency-profile/768974/sgh-associates-inc-dba-surre-goldberg-henry-assoc/,255 Executive Dr Ste 401,Plainview,NY,11803-1707,,0,0
"BWD Group Ltd. Dba Blumencranz, Klepper,Wilkins & Dubofsky",(516) 327-2700,,http://www.bwd.us,https://www.trustedchoice.com/agency-profile/106642/bwd-group-ltd-dba-blumencranz-klepper-wilkins-dubofsky/,45 Executive Dr,Plainview,NY,11803-1703,,0,0
Secur-All Agency Inc,(516) 576-0300,,http://www.secur-all.com,https://www.trustedchoice.com/agency-profile/107147/secur-all-agency-inc/,1 DuPont St Ste 209,Plainview,NY,11803-1606,,1,0
Dba Lawley Construction Solutions,(516) 597-3900,,,https://www.trustedchoice.com/agency-profile/1269647/dba-lawley-construction-solutions/,255 Executive Dr Ste 104,Plainview,NY,11803-1719,,0,0
Northern Insuring Agency Inc.,(518) 647-8100,,http://www.northerninsuring.com,https://www.trustedchoice.com/agency-profile/353218/northern-insuring-agency-inc/,PO Box 789,Plattsburgh,NY,12901-0789,,1,0
Brighton-Pittsford Agency Inc,(585) 381-1463,info@brightonpittsfordagency.com,http://www.brightonpittsfordagency.com,https://www.trustedchoice.com/agency-profile/108051/brighton-pittsford-agency-inc/,30 Grove St,Pittsford,NY,14534-1334,1953,1,1
Eifert French and Company Inc,(914) 738-4011,jackie@efk.com,http://www.efk.com,https://www.trustedchoice.com/agency-profile/106513/eifert-french-and-company-inc/,330 Fifth Ave,Pelham,NY,10803-1204,1933,0,0
Morgenstern Insurance Services Inc,(585) 416-4100,,http://www.morgensterninsurance.com,https://www.trustedchoice.com/agency-profile/1407572/morgenstern-insurance-services-inc/,1170 Pittsford Victor Rd Ste 265,Pittsford,NY,14534-3807,,0,0
"George Thompson Agency, Inc.",(845) 744-3074,,http://www.insureatthompson.com,https://www.trustedchoice.com/agency-profile/236000/george-thompson-agency-inc/,2708 State Route 52,Pine Bush,NY,12566-7636,,1,1
The HILB GRP of N.Y. LLC dba Avanti Associates,(914) 738-1900,,http://www.avantiassociates.com,https://www.trustedchoice.com/agency-profile/782699/the-hilb-grp-of-n-y-llc-dba-avanti-associates/,201 Wolfs Ln,Pelham,NY,10803-1853,,1,1
"Meridian Risk Management, Inc.",(914) 738-5678,js@meridianrisk.com,http://www.meridianrisk.com,https://www.trustedchoice.com/agency-profile/369748/meridian-risk-management-inc/,1 Wolfs Ln,Pelham,NY,10803-1836,2003,0,0
"Sal Monteagudo Insurance Agency, Inc",(914) 738-2345,,,https://www.trustedchoice.com/agency-profile/1002229/sal-monteagudo-insurance-agency-inc/,209 Fifth Ave,Pelham,NY,10803-1515,,0,0
"AAA Members Insurance Agency of WCNY, Inc",585377850,,http://www.aaa.com,https://www.trustedchoice.com/agency-profile/781557/aaa-members-insurance-agency-of-wcny-inc/,2156 Penfield Rd,Penfield,NY,14526-1736,,0,0
"Eastway Insurance Agency, Inc.",(585) 586-2390,,http://www.eastwayinsuranceagency.com,https://www.trustedchoice.com/agency-profile/874972/eastway-insurance-agency-inc/,2139 Five Mile Line Rd,Penfield,NY,14526-2299,,1,1
MGM Associates of Rochester,(585) 381-7008,mgmprocess@mgminsure.com,http://www.mgminsure.com,https://www.trustedchoice.com/agency-profile/108046/mgm-associates-of-rochester/,1745 Penfield Rd,Penfield,NY,14526-2139,1984,0,0
Anya Sheckley TBA Hammertown Insurance Agency,(518) 398-5666,,http://www.hammertowninsurance.com,https://www.trustedchoice.com/agency-profile/754523/anya-sheckley-tba-hammertown-insurance-agency/,189 Johnny Cake Hollow Rd,Pine Plains,NY,12567-5819,,0,0
Beaumont & Stork Inc.,(315) 536-2363,stork@storkinsurance.com,http://www.storkinsurance.com,https://www.trustedchoice.com/agency-profile/108048/beaumont-stork-inc/,136 Main St,Penn Yan,NY,14527-1219,1842,1,1
GEM Insurance Agency,(315) 536-2130,,http://www.geminsuranceny.com,https://www.trustedchoice.com/agency-profile/136959/gem-insurance-agency/,338 Clinton St,Penn Yan,NY,14527-1344,,0,0
Sam Hart Inc DBA Hart's Insurance Agency,(716) 237-2126,hartsinsurance@rochester.rr.com,http://www.hartsinsuranceagency.com,https://www.trustedchoice.com/agency-profile/108050/sam-hart-inc-dba-hart-s-insurance-agency/,3 Main St S,Perry,NY,14530-1519,1877,0,0
Tompkins Insurance Agencies (Perry),,,http://www.tompkinsins.com,https://www.trustedchoice.com/agency-profile/1340381/tompkins-insurance-agencies-perry/,102 N Center St,Perry,NY,14530-9701,,1,0
Generations Agency Inc,(315) 548-9491,,http://www.sweeneyinsurance.com,https://www.trustedchoice.com/agency-profile/998065/generations-agency-inc/,85 Main St,Phelps,NY,14532-1054,,0,0
"Pine Bush Agents, Inc",(844) 501-9828,jessica@pinebushagents.com,http://www.pinebushagents.com,https://www.trustedchoice.com/agency-profile/107400/pine-bush-agents-inc/,29 Boniface Dr,Pine Bush,NY,12566-7011,1975,0,0
Clarence B Newhouse Inc Dba Zanetti Agency,(845) 744-3109,,http://www.GoBigZ.com,https://www.trustedchoice.com/agency-profile/107430/clarence-b-newhouse-inc-dba-zanetti-agency/,20 Boniface Dr,Pine Bush,NY,12566-7050,,1,1
The Culver's Insurance Agency,(315) 536-4234,,http://www.culverins.com,https://www.trustedchoice.com/agency-profile/295549/the-culver-s-insurance-agency/,31 Grant Ave,Penn Yan,NY,14527-1071,,0,0
Williams Insurance Agency (Ovid),(607) 869-2602,custserv@williamsinsagency.com,http://www.williamsinsagency.com,https://www.trustedchoice.com/agency-profile/1169270/williams-insurance-agency-ovid/,7183 Main St,Ovid,NY,14521-9402,,1,0
OVIA Insurance Agencies (Oswego),(315) 343-6310,,http://www.insureit.com,https://www.trustedchoice.com/agency-profile/995807/ovia-insurance-agencies-oswego/,166 W 1st St,Oswego,NY,13126-2047,,1,0
Oakdale Agency Inc,(631) 567-1400,,,https://www.trustedchoice.com/agency-profile/107087/oakdale-agency-inc/,1262 Montauk Hwy Unit A,Oakdale,NY,11769-1347,,0,0
James F. Sutton Agency Ltd.,(844) 472-2833,jsutton@suttonins.com,http://www.suttonins.com,https://www.trustedchoice.com/agency-profile/106988/james-f-sutton-agency-ltd/,143 E Main St Ste 1,East Islip,NY,11730-2601,1963,1,1
Malpigli & Associates Insurance Agency Inc.,(631) 581-5555,,http://www.malpigliins.com,https://www.trustedchoice.com/agency-profile/892722/malpigli-associates-insurance-agency-inc/,3311 Sunrise Hwy,Islip Terrace,NY,11752-3014,,0,0
Marian Farese,(631) 218-8000,,,https://www.trustedchoice.com/agency-profile/1001954/marian-farese/,59 Main St,West Sayville,NY,11796-1801,,0,0
"Folks Insurance Group, LLC.",(631) 589-5100,,http://www.folksinsgrp.com,https://www.trustedchoice.com/agency-profile/1004703/folks-insurance-group-llc/,33 Main St Apt 401,West Sayville,NY,11796-1833,,0,0
Tamara Brokerage Inc,631319698,,,https://www.trustedchoice.com/agency-profile/900687/tamara-brokerage-inc/,31 La Salle Pl,Oakdale,NY,11769-1858,,0,0
"Cadko Insurance Agency, Inc.",(917) 532-4558,,http://www.cadkoinsurance.com,https://www.trustedchoice.com/agency-profile/413460/cadko-insurance-agency-inc/,3858 Carrel Blvd,Oceanside,NY,11572-5917,,0,1
Petrocelli Group Inc.,(718) 517-6520,,http://www.petrocelligroup.com,https://www.trustedchoice.com/agency-profile/106703/petrocelli-group-inc/,3070 Lawson Blvd,Oceanside,NY,11572-2711,,0,0
Ginsberg Agency LLC,(516) 766-4025,,,https://www.trustedchoice.com/agency-profile/1307811/ginsberg-agency-llc/,222 Atlantic Ave Unit A,Oceanside,NY,11572-2045,,0,0
"Garber Atlas Fries & Assoc., Inc.",(516) 837-1100,jfries@gafinsurance.com,http://www.gafinsurance.com,https://www.trustedchoice.com/agency-profile/106850/garber-atlas-fries-assoc-inc/,3070 Lawson Blvd,Oceanside,NY,11572-2711,1963,1,1
Nicris Capital Co. Inc.,(516) 544-8484,,http://www.nicris.info,https://www.trustedchoice.com/agency-profile/1423217/nicris-capital-co-inc/,3441 Westminster Rd,Oceanside,NY,11572-3619,,0,0
"Gensee Valley Agency, Inc.",(607) 594-3335,,http://www.alusa.com/pjagency,https://www.trustedchoice.com/agency-profile/725508/gensee-valley-agency-inc/,436 E Main St,Odessa,NY,14869-9900,,0,0
"Allan M. Block Agency, Inc.",(914) 631-4353,sales@ambins.com,http://www.ambins.com,https://www.trustedchoice.com/agency-profile/106413/allan-m-block-agency-inc/,24 S Broadway,Tarrytown,NY,10591-4002,1959,0,1
Rey Insurance Agency,(844) 692-7757,Service@ReyInsurance.com,http://www.reyinsurance.com,https://www.trustedchoice.com/agency-profile/204936/rey-insurance-agency/,219 N Broadway,Sleepy Hollow,NY,10591-2610,1978,0,0
Dennis R Booth,(844) 594-0004,dennis@dennisboothagency.com,http://www.dennisboothagency.com,https://www.trustedchoice.com/agency-profile/974459/dennis-r-booth/,1045 Payne Ave,North Tonawanda,NY,14120-2723,1989,1,0
Northwoods Corp.   Sentz Carlson Agency Inc.,(716) 695-2402,,http://www.insurewow.com,https://www.trustedchoice.com/agency-profile/107873/northwoods-corp-sentz-carlson-agency-inc/,84 Sweeney St Ste C4,North Tonawanda,NY,14120-5822,,0,0
E. J. Grabau Agency Inc.,(716) 692-1604,,,https://www.trustedchoice.com/agency-profile/214611/e-j-grabau-agency-inc/,3200 Niagara Falls Blvd,North Tonawanda,NY,14120-1120,,0,0
"Borg Risk Management Services, Inc",(631) 261-6300,,http://www.hartins.com,https://www.trustedchoice.com/agency-profile/107083/borg-risk-management-services-inc/,45 Main St,Northport,NY,11768-1742,,1,1
Schutzenbach Agency Ltd.,(631) 261-7788,,,https://www.trustedchoice.com/agency-profile/107031/schutzenbach-agency-ltd/,260 Main St Ste 203,Northport,NY,11768-1738,,0,0
Testa Brothers Ltd,(631) 651-8433,stesta@testabrothers.net,,https://www.trustedchoice.com/agency-profile/1005353/testa-brothers-ltd/,409 Fort Salonga Rd,Northport,NY,11768-3045,1920,0,0
Menschik Insurance Services,(845) 359-0444,joe@menschik.com,,https://www.trustedchoice.com/agency-profile/106523/menschik-insurance-services/,574 Route 303,Blauvelt,NY,10913-1918,1978,0,0
"NBT Insurance Agency, LLC",(844) 556-9135,info@nbtinsurance.com,http://www.nbtinsurance.com,https://www.trustedchoice.com/agency-profile/246414/nbt-insurance-agency-llc/,66 S Broad St Ste 2,Norwich,NY,13815-1736,1894,0,0
The Drew Agency Corp,(315) 353-6636,jim@drewinsurance.com,http://www.drewinsurance.com,https://www.trustedchoice.com/agency-profile/107749/the-drew-agency-corp/,18 S Main St,Norwood,NY,13668-1120,1915,0,1
"Tompkins Insurance Agencies, Inc. (Nunda)",(585) 468-2558,,http://www.tompkinsins.com,https://www.trustedchoice.com/agency-profile/741136/tompkins-insurance-agencies-inc-nunda/,25 State St,Nunda,NY,14517,,1,0
"Grant, Smith & Dassler, Inc",(844) 479-3932,gsd@gsdinsurance.com,http://www.gsdinsurance.com,https://www.trustedchoice.com/agency-profile/106565/grant-smith-dassler-inc/,57 Burd St,Nyack,NY,10960-3220,1996,1,0
Creative Risk Management Inc,(845) 343-3734,,,https://www.trustedchoice.com/agency-profile/1280010/creative-risk-management-inc/,205 S Broadway,Nyack,NY,10960-4436,,0,0
Eidman Agency Inc,(844) 705-2315,Scott@eidmanagency.com,http://www.eidmanagency.com,https://www.trustedchoice.com/agency-profile/106553/eidman-agency-inc/,145 S Route 303,West Nyack,NY,10994-2713,1950,0,0
"George H. George Insurance Agency, LLC",(844) 702-7197,georgehgeorge@optonline.net,https://www.georgeagencyins.com/,https://www.trustedchoice.com/agency-profile/150898/george-h-george-insurance-agency-llc/,27 N Broadway,Tarrytown,NY,10591-3218,1965,0,0
"Tanner Insurance Agency, Inc",(607) 336-2849,,http://www.tiains.com,https://www.trustedchoice.com/agency-profile/975195/tanner-insurance-agency-inc/,6078 State Highway 12,Norwich,NY,13815-3563,,1,1
FitzGibbons Agency LLC,(315) 342-5000,john@askfitz.com,http://www.askfitz.com,https://www.trustedchoice.com/agency-profile/352800/fitzgibbons-agency-llc/,44 E Bridge St Ste 1,Oswego,NY,13126-2152,1922,1,0
"Dillingham, Jones & Cissel Inc",(315) 393-2190,,,https://www.trustedchoice.com/agency-profile/107751/dillingham-jones-cissel-inc/,402 Ford St,Ogdensburg,NY,13669-1627,,0,0
"Both, Branch & Hendrix Inc",(844) 679-9726,mike@bbhinsurance.com,http://www.bbhinsurance.com,https://www.trustedchoice.com/agency-profile/108160/both-branch-hendrix-inc/,128 S Union St,Olean,NY,14760-3634,1936,1,1
"Litwin Castle Insurance Agency, Inc.",(716) 662-2121,,http://www.litwincastle.com,https://www.trustedchoice.com/agency-profile/107862/litwin-castle-insurance-agency-inc/,4955 Chestnut Ridge Rd Ste 1,Orchard Park,NY,14127-3253,,1,1
"Cassetta Agency, Inc. (Orchard Park)",,,http://www.cassettainsurance.com,https://www.trustedchoice.com/agency-profile/1278112/cassetta-agency-inc-orchard-park/,3800 N Buffalo St,Orchard Park,NY,14127-1840,,0,0
Northwoods Corp.,(716) 675-6666,,http://www.insurewow.com,https://www.trustedchoice.com/agency-profile/258617/northwoods-corp/,6455 Lake Ave Ste A1,Orchard Park,NY,14127-1254,,0,0
"AAA Members Insurance Agency of WCNY, Inc",(716) 675-4900,,http://www.aaa.com,https://www.trustedchoice.com/agency-profile/984779/aaa-members-insurance-agency-of-wcny-inc/,3479 Amelia Dr,Orchard Park,NY,14127-1561,,0,0
Wolf Agency Inc,(716) 662-6166,rayc@wolfagency.com,http://www.wolfagency.com,https://www.trustedchoice.com/agency-profile/753885/wolf-agency-inc/,5820 Big Tree Rd,Orchard Park,NY,14127-2294,1925,1,1
"Lincoln Transportation Insurance Brokers, Inc.",(315) 768-6110,,http://www.lincolnins.com,https://www.trustedchoice.com/agency-profile/853627/lincoln-transportation-insurance-brokers-inc/,5920 Airport Road,Oriskany,NY,13424,,0,0
Glen A Tompkins Inc,(914) 941-5000,,,https://www.trustedchoice.com/agency-profile/106373/glen-a-tompkins-inc/,4 Croton Ave,Ossining,NY,10562-7923,,0,0
Angie's Large Insurance Agency Inc.; Irina Katsizna,(845) 821-0221,,,https://www.trustedchoice.com/agency-profile/1048127/angie-s-large-insurance-agency-inc-irina-katsizna/,35 Hidden Oak Rd,Briarcliff Manor,NY,10510-2058,,0,0
Charles Goodman & Co Ltd,(914) 762-5800,,http://www.cgoodmangroup.com,https://www.trustedchoice.com/agency-profile/106309/charles-goodman-co-ltd/,1210 Pleasantville Rd,Briarcliff Manor,NY,10510-1625,,1,0
J.M.F. Risk Management Inc.,(914) 944-3494,,http://www.jmfinsurance.com,https://www.trustedchoice.com/agency-profile/297802/j-m-f-risk-management-inc/,520 N State Rd Ste 2,Briarcliff Manor,NY,10510-1562,,1,0
Canale Insurance and Accounting Services LLC,(844) 710-2264,dcanale@ciasvcs.com,http://www.canaleinsurance.com,https://www.trustedchoice.com/agency-profile/352696/canale-insurance-and-accounting-services-llc/,234 E Albany St,Oswego,NY,13126-2959,,0,0
"The Insurance Place Agency, LLC",(315) 343-6343,,http://www.theinsuranceplaceagency.com,https://www.trustedchoice.com/agency-profile/1001931/the-insurance-place-agency-llc/,11 4th Ave Ste H,Oswego,NY,13126-1852,,0,0
Falls Insurance Agency Inc,(315) 821-2121,,http://www.turnbull-insurance.com,https://www.trustedchoice.com/agency-profile/316624/falls-insurance-agency-inc/,216 Main St,Oriskany Falls,NY,13425-9998,,0,0
J.T. Phillips Agency Inc.,(315) 393-1961,,http://www.jtphillipsinsurance.com,https://www.trustedchoice.com/agency-profile/107752/j-t-phillips-agency-inc/,422 State St,Ogdensburg,NY,13669-2639,,0,0
Ralph Parnes Associates Inc,(201) 712-0800,,http://www.rpainsurance.com,https://www.trustedchoice.com/agency-profile/106161/ralph-parnes-associates-inc/,40 Ramland Rd # 205,Orangeburg,NY,10962-2606,,0,0
The Hedley Brook Agency,(716) 372-1122,scott@hedleybrook.com,http://www.hedleybrook.com,https://www.trustedchoice.com/agency-profile/108161/the-hedley-brook-agency/,818 W State St,Olean,NY,14760-2246,1928,1,0
"Bantelman, Bantelman & Associates, Inc.",(585) 372-4151,,http://www.bantelmanagency.com,https://www.trustedchoice.com/agency-profile/1006827/bantelman-bantelman-associates-inc/,1002 W State St,Olean,NY,14760-2244,,1,1
Southern Tier Realty Co Inc,(716) 372-3141,,,https://www.trustedchoice.com/agency-profile/108162/southern-tier-realty-co-inc/,125 S Union St Ste A,Olean,NY,14760-3652,,0,0
Hunter Agency Inc,(716) 372-3624,,http://www.hunteragencyinsurance.com,https://www.trustedchoice.com/agency-profile/108163/hunter-agency-inc/,115 1/2 N Union St,Olean,NY,14760-2736,,0,0
Tanner Insurance Agency Inc.,(315) 363-0223,info@tiains.com,http://www.tiains.com,https://www.trustedchoice.com/agency-profile/975176/tanner-insurance-agency-inc/,1070 Upper Lenox Ave,Oneida,NY,13421-1536,1984,1,1
OneGroup (Oneida),(315) 457-1830,,http://www.onegroup.com,https://www.trustedchoice.com/agency-profile/107688/onegroup-oneida/,169 Main St,Oneida,NY,13421-1640,,0,1
Neighbors Insurance Agency LLC - Oneonta,(607) 433-0989,scott@neighborsinsurance.com,http://www.neighborsinsurance.com,https://www.trustedchoice.com/agency-profile/308588/neighbors-insurance-agency-llc-oneonta/,5375 State Highway 7 Ste 2,Oneonta,NY,13820-2038,,1,1
"NBT Insurance Agency, LLC (Oneonta)",(800) 965-6264,,http://www.nbtinsurance.com,https://www.trustedchoice.com/agency-profile/312498/nbt-insurance-agency-llc-oneonta/,1 Wall St,Oneonta,NY,13820-2268,,0,0
Don Marsh Agency Inc.,(607) 432-8834,,,https://www.trustedchoice.com/agency-profile/1310251/don-marsh-agency-inc/,75 Chestnut St,Oneonta,NY,13820-2422,,0,0
One Group,(800) 370-8710,info@gbrobertsagency.com,http://www.onegroup.com,https://www.trustedchoice.com/agency-profile/107778/one-group/,22-26 Watkins Ave Ste 1,Oneonta,NY,13820-2467,1947,0,1
Concord Insurance Agency LLC,(585) 265-6060,info@concord-ins.com,http://www.concord-ins.com,https://www.trustedchoice.com/agency-profile/365348/concord-insurance-agency-llc/,6270 Dean Pkwy,Ontario,NY,14519-9011,1980,1,0
Foley Agency Inc,(585) 265-9440,meghan@foleyagency.net,http://www.foleyagency.net,https://www.trustedchoice.com/agency-profile/108067/foley-agency-inc/,9 E Main St,Webster,NY,14580-3278,,1,0
Gerard P. Smith Agency Inc.,(585) 872-5700,Ian@RochesterInsurance.com,http://www.rochesterinsurance.com,https://www.trustedchoice.com/agency-profile/108070/gerard-p-smith-agency-inc/,4 E Main St,Webster,NY,14580-3247,1966,1,0
Alpha & Omega Insurance Agency,(607) 441-0488,,,https://www.trustedchoice.com/agency-profile/1347295/alpha-omega-insurance-agency/,490 Main St,Oneonta,NY,13820-2029,,0,0
"PRK INSURANCE AGENCY, INC.",(844) 521-0447,gerard@prkinsurance.com,http://www.prkinsurance.com,https://www.trustedchoice.com/agency-profile/107143/prk-insurance-agency-inc/,4770 Sunrise Hwy Ste 200,Massapequa Park,NY,11762-2927,2008,1,1
The Town Agency Inc,(516) 294-1000,,http://www.thetownagency.com,https://www.trustedchoice.com/agency-profile/241242/the-town-agency-inc/,1205 Franklin Ave Ste 102,Garden City,NY,11530-1746,,1,1
"Acrisure LLC - The Whitmore Group, Ltd.",(516) 746-4141,,http://www.whitmoregroup.com,https://www.trustedchoice.com/agency-profile/106851/acrisure-llc-the-whitmore-group-ltd/,370 Old Country Rd Ste 200,Garden City,NY,11530-1702,,0,1
"Mauser & Tobin Co., Inc.",(516) 747-0171,tim@mausertobin.com,http://www.mausertobin.com,https://www.trustedchoice.com/agency-profile/106784/mauser-tobin-co-inc/,1325 Franklin Ave Ste 255,Garden City,NY,11530-1623,1932,1,1
AAA Northeast Insurance Agency Inc,(516) 873-2256,cwukovits@aaanortheast.com,http://www.aaa.com/insurance,https://www.trustedchoice.com/agency-profile/917516/aaa-northeast-insurance-agency-inc/,1415 Kellum Pl Unit A,Garden City,NY,11530-1696,2010,0,0
